x,y,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DAY,PROVINCE_CODE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY
-122.69002111111111,49.20832333333333,,,,,,18,BC,,,2023-02-18 00:00:00,,,12.7,0,,7.4,,,3.2,5.3,PITT MEADOWS CS,,2,,7.4,82,,2023,1106178.2023.2.18,1106178,,,,98
-122.69002111111111,49.20832333333333,,,,,,19,BC,,,2023-02-19 00:00:00,,,11.7,0,,0.8,,,4.6,6.3,PITT MEADOWS CS,,2,,8,88,,2023,1106178.2023.2.19,1106178,,,,96
-122.69002111111111,49.20832333333333,,,27,,,20,BC,,,2023-02-20 00:00:00,,49,10.7,0,,7.1,,,5.4,7.3,PITT MEADOWS CS,,2,,9.2,68,,2023,1106178.2023.2.20,1106178,,,,98
-122.69002111111111,49.20832333333333,,,25,,,21,BC,,,2023-02-21 00:00:00,,40,12.7,0,,3.3,,,2.1,5.3,PITT MEADOWS CS,,2,,8.5,54,,2023,1106178.2023.2.21,1106178,,,,85
-122.69002111111111,49.20832333333333,,,2,,,22,BC,,,2023-02-22 00:00:00,,42,17.5,0,,1.7,,,-1.4,0.5,PITT MEADOWS CS,,2,,2.4,37,,2023,1106178.2023.2.22,1106178,,,,52
-122.69002111111111,49.20832333333333,,,1,,,23,BC,,,2023-02-23 00:00:00,,40,19.2,0,,1,,,-3.3,-1.2,PITT MEADOWS CS,,2,,0.9,26,,2023,1106178.2023.2.23,1106178,,,,41
-122.69002111111111,49.20832333333333,,,,,,24,BC,,,2023-02-24 00:00:00,,,20.4,0,,0.7,,,-6.4,-2.4,PITT MEADOWS CS,,2,,1.7,25,,2023,1106178.2023.2.24,1106178,,,,62
-122.69002111111111,49.20832333333333,,,1,,,25,BC,,,2023-02-25 00:00:00,,32,18.5,0,,4.6,,,-4.4,-0.5,PITT MEADOWS CS,,2,,3.4,43,,2023,1106178.2023.2.25,1106178,,,,97
-122.69002111111111,49.20832333333333,,,27,,,26,BC,,,2023-02-26 00:00:00,,35,14.6,0,,24.5,,,0.2,3.4,PITT MEADOWS CS,,2,,6.7,56,,2023,1106178.2023.2.26,1106178,,,16,98
-122.69002111111111,49.20832333333333,,,,,,27,BC,,,2023-02-27 00:00:00,,,16.5,0,,3.8,,,-0.3,1.5,PITT MEADOWS CS,,2,,3.3,67,,2023,1106178.2023.2.27,1106178,,,9,95
-122.69002111111111,49.20832333333333,,,,,,28,BC,,,2023-02-28 00:00:00,,,17,0,,8.7,,,-1.3,1,PITT MEADOWS CS,,2,,3.3,81,,2023,1106178.2023.2.28,1106178,,,10,97
-122.69002111111111,49.20832333333333,,,,,,1,BC,,,2023-03-01 00:00:00,,,18.3,0,,3.8,,,-3.4,-0.3,PITT MEADOWS CS,,3,,2.8,86,,2023,1106178.2023.3.1,1106178,,,11,98
-122.69002111111111,49.20832333333333,,,28,,,2,BC,,,2023-03-02 00:00:00,,37,13.2,0,,7.2,,,1.1,4.8,PITT MEADOWS CS,,3,,8.4,44,,2023,1106178.2023.3.2,1106178,,,9,97
-122.69002111111111,49.20832333333333,,,,,,3,BC,,,2023-03-03 00:00:00,,,15,0,,2.5,,,-0.2,3,PITT MEADOWS CS,,3,,6.2,75,,2023,1106178.2023.3.3,1106178,,,5,94
-122.69002111111111,49.20832333333333,,,,,,4,BC,,,2023-03-04 00:00:00,,,14.3,0,,1.9,,,1.3,3.7,PITT MEADOWS CS,,3,,6.1,67,,2023,1106178.2023.3.4,1106178,,,3,95
-122.69002111111111,49.20832333333333,,,,,,5,BC,,,2023-03-05 00:00:00,,,12.7,0,,0.1,,,0.8,5.3,PITT MEADOWS CS,,3,,9.9,48,,2023,1106178.2023.3.5,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,6,BC,,,2023-03-06 00:00:00,,,11.3,0,,1.1,,,2.8,6.7,PITT MEADOWS CS,,3,,10.7,36,,2023,1106178.2023.3.6,1106178,,,,93
-122.69002111111111,49.20832333333333,,,,,,7,BC,,,2023-03-07 00:00:00,,,11.6,0,,0.8,,,0.9,6.4,PITT MEADOWS CS,,3,,11.9,40,,2023,1106178.2023.3.7,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,8,BC,,,2023-03-08 00:00:00,,,11.8,0,,0.5,,,-0.1,6.2,PITT MEADOWS CS,,3,,12.6,27,,2023,1106178.2023.3.8,1106178,,,,92
-122.69002111111111,49.20832333333333,,,,M,,9,BC,M,,2023-03-09 00:00:00,M,,,,M,,,M,,,PITT MEADOWS CS,M,3,M,,,M,2023,1106178.2023.3.9,1106178,M,M,,
-122.69002111111111,49.20832333333333,,,2,,,10,BC,,,2023-03-10 00:00:00,,31,11.1,0,,0.5,,,4.8,6.9,PITT MEADOWS CS,,3,,8.9,34,,2023,1106178.2023.3.10,1106178,,,,84
-122.69002111111111,49.20832333333333,,,,,,11,BC,,,2023-03-11 00:00:00,,,13.7,0,,8,,,2,4.3,PITT MEADOWS CS,,3,,6.6,85,,2023,1106178.2023.3.11,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,12,BC,,,2023-03-12 00:00:00,,,12.5,0,,11.1,,,1.4,5.5,PITT MEADOWS CS,,3,,9.6,57,,2023,1106178.2023.3.12,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,13,BC,,,2023-03-13 00:00:00,,,11,0,,12,,,4.1,7,PITT MEADOWS CS,,3,,9.9,54,,2023,1106178.2023.3.13,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,14,BC,,,2023-03-14 00:00:00,,,13.1,0,,1.9,,,1,4.9,PITT MEADOWS CS,,3,,8.9,54,,2023,1106178.2023.3.14,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,15,BC,,,2023-03-15 00:00:00,,,12.1,0,,0.6,,,1,5.9,PITT MEADOWS CS,,3,,10.8,40,,2023,1106178.2023.3.15,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,16,BC,,,2023-03-16 00:00:00,,,11.7,0,,0,,,-1,6.3,PITT MEADOWS CS,,3,,13.7,32,,2023,1106178.2023.3.16,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,17,BC,,,2023-03-17 00:00:00,,,10.3,0,,0,,,-0.8,7.7,PITT MEADOWS CS,,3,,16.1,25,,2023,1106178.2023.3.17,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,18,BC,,,2023-03-18 00:00:00,,,7.4,0,,0,,,2.7,10.6,PITT MEADOWS CS,,3,,18.5,23,,2023,1106178.2023.3.18,1106178,,,,88
-122.69002111111111,49.20832333333333,,,,,,19,BC,,,2023-03-19 00:00:00,,,9,0,,0,,,2.8,9,PITT MEADOWS CS,,3,,15.1,38,,2023,1106178.2023.3.19,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,20,BC,,,2023-03-20 00:00:00,,,8.6,0,,0.1,,,7.5,9.4,PITT MEADOWS CS,,3,,11.4,61,,2023,1106178.2023.3.20,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,21,BC,,,2023-03-21 00:00:00,,,7.2,0,,0,,,6.2,10.8,PITT MEADOWS CS,,3,,15.4,57,,2023,1106178.2023.3.21,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,22,BC,,,2023-03-22 00:00:00,,,8.3,0,,0,,,1.6,9.7,PITT MEADOWS CS,,3,,17.9,35,,2023,1106178.2023.3.22,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,23,BC,,,2023-03-23 00:00:00,,,10.9,0,,17.6,,,4.5,7.1,PITT MEADOWS CS,,3,,9.6,76,,2023,1106178.2023.3.23,1106178,,,,93
-122.69002111111111,49.20832333333333,,,,,,24,BC,,,2023-03-24 00:00:00,,,13.1,0,,7.4,,,2.9,4.9,PITT MEADOWS CS,,3,,6.8,79,,2023,1106178.2023.3.24,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,25,BC,,,2023-03-25 00:00:00,,,13,0,,13.4,,,1.7,5,PITT MEADOWS CS,,3,,8.3,60,,2023,1106178.2023.3.25,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,26,BC,,,2023-03-26 00:00:00,,,12.9,0,,0,,,0.5,5.1,PITT MEADOWS CS,,3,,9.6,48,,2023,1106178.2023.3.26,1106178,,,,98
-122.69002111111111,49.20832333333333,,,,,,27,BC,,,2023-03-27 00:00:00,,,10.5,0,,0,,,-0.1,7.5,PITT MEADOWS CS,,3,,15,21,,2023,1106178.2023.3.27,1106178,,,,94
-122.69002111111111,49.20832333333333,,,7,,,28,BC,,,2023-03-28 00:00:00,,54,8,0,,0,,,2.6,10,PITT MEADOWS CS,,3,,17.4,18,,2023,1106178.2023.3.28,1106178,,,,78
-122.69002111111111,49.20832333333333,,,,,,29,BC,,,2023-03-29 00:00:00,,,7.3,0,,0,,,4,10.7,PITT MEADOWS CS,,3,,17.5,19,,2023,1106178.2023.3.29,1106178,,,,71
-122.69002111111111,49.20832333333333,,,,,,30,BC,,,2023-03-30 00:00:00,,,10.7,0,,0,,,1.4,7.3,PITT MEADOWS CS,,3,,13.2,42,,2023,1106178.2023.3.30,1106178,,,,90
-122.69002111111111,49.20832333333333,,,,,,31,BC,,,2023-03-31 00:00:00,,,11.4,0,,11.2,,,4.6,6.6,PITT MEADOWS CS,,3,,8.7,66,,2023,1106178.2023.3.31,1106178,,,,94
-122.69002111111111,49.20832333333333,,,16,,,1,BC,,,2023-04-01 00:00:00,,37,11.7,0,,0.8,,,2.6,6.3,PITT MEADOWS CS,,4,,10.1,55,,2023,1106178.2023.4.1,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,2,BC,,,2023-04-02 00:00:00,,,14,0,,9.5,,,0.9,4,PITT MEADOWS CS,,4,,7,75,,2023,1106178.2023.4.2,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,3,BC,,,2023-04-03 00:00:00,,,12,0,,0,,,1.1,6,PITT MEADOWS CS,,4,,10.8,49,,2023,1106178.2023.4.3,1106178,,,,98
-122.69002111111111,49.20832333333333,,,,,,4,BC,,,2023-04-04 00:00:00,,,10.9,0,,0,,,2.9,7.1,PITT MEADOWS CS,,4,,11.2,44,,2023,1106178.2023.4.4,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,5,BC,,,2023-04-05 00:00:00,,,12.2,0,,0,,,0.5,5.8,PITT MEADOWS CS,,4,,11.1,46,,2023,1106178.2023.4.5,1106178,,,,95
-122.69002111111111,49.20832333333333,,,1,,,6,BC,,,2023-04-06 00:00:00,,32,10.5,0,,8.3,,,5.9,7.5,PITT MEADOWS CS,,4,,9,63,,2023,1106178.2023.4.6,1106178,,,,92
-122.69002111111111,49.20832333333333,,,,,,7,BC,,,2023-04-07 00:00:00,,,8,0,,12.8,,,7.8,10,PITT MEADOWS CS,,4,,12.1,66,,2023,1106178.2023.4.7,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,8,BC,,,2023-04-08 00:00:00,,,10.2,0,,14.1,,,6.5,7.8,PITT MEADOWS CS,,4,,9,67,,2023,1106178.2023.4.8,1106178,,,,94
-122.69002111111111,49.20832333333333,,,17,,,9,BC,,,2023-04-09 00:00:00,,40,8.4,0,,13.3,,,6.7,9.6,PITT MEADOWS CS,,4,,12.5,78,,2023,1106178.2023.4.9,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,10,BC,,,2023-04-10 00:00:00,,,10.3,0,,0.1,,,4.6,7.7,PITT MEADOWS CS,,4,,10.7,64,,2023,1106178.2023.4.10,1106178,,,,98
-122.69002111111111,49.20832333333333,,,19,,,11,BC,,,2023-04-11 00:00:00,,31,10.5,0,,6,,,3.5,7.5,PITT MEADOWS CS,,4,,11.5,42,,2023,1106178.2023.4.11,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,12,BC,,,2023-04-12 00:00:00,,,11.6,0,,0,,,-0.3,6.4,PITT MEADOWS CS,,4,,13.2,31,,2023,1106178.2023.4.12,1106178,,,,98
-122.69002111111111,49.20832333333333,,,,,,13,BC,,,2023-04-13 00:00:00,,,10.5,0,,0.2,,,2.7,7.5,PITT MEADOWS CS,,4,,12.3,41,,2023,1106178.2023.4.13,1106178,,,,88
-122.69002111111111,49.20832333333333,,,,,,14,BC,,,2023-04-14 00:00:00,,,10.3,0,,0,,,1.1,7.7,PITT MEADOWS CS,,4,,14.3,38,,2023,1106178.2023.4.14,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,15,BC,,,2023-04-15 00:00:00,,,10.9,0,,7.2,,,5.3,7.1,PITT MEADOWS CS,,4,,9,73,,2023,1106178.2023.4.15,1106178,,,,92
-122.69002111111111,49.20832333333333,,,19,,,16,BC,,,2023-04-16 00:00:00,,36,11.2,0,,25.5,,,4.7,6.8,PITT MEADOWS CS,,4,,8.9,79,,2023,1106178.2023.4.16,1106178,,,,93
-122.69002111111111,49.20832333333333,,,5,,,17,BC,,,2023-04-17 00:00:00,,36,11.2,0,,2,,,3,6.8,PITT MEADOWS CS,,4,,10.5,44,,2023,1106178.2023.4.17,1106178,,,,92
-122.69002111111111,49.20832333333333,,,16,,,18,BC,,,2023-04-18 00:00:00,,34,10.9,0,,2.5,,,4.1,7.1,PITT MEADOWS CS,,4,,10.1,54,,2023,1106178.2023.4.18,1106178,,,,87
-122.69002111111111,49.20832333333333,,,,,,19,BC,,,2023-04-19 00:00:00,,,9.6,0,,0.3,,,4.6,8.4,PITT MEADOWS CS,,4,,12.1,49,,2023,1106178.2023.4.19,1106178,,,,89
-122.69002111111111,49.20832333333333,,,15,,,20,BC,,,2023-04-20 00:00:00,,37,10.4,0,,13.1,,,4.2,7.6,PITT MEADOWS CS,,4,,11,45,,2023,1106178.2023.4.20,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,21,BC,,,2023-04-21 00:00:00,,,10.1,0,,7.8,,,4.3,7.9,PITT MEADOWS CS,,4,,11.5,64,,2023,1106178.2023.4.21,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,22,BC,,,2023-04-22 00:00:00,,,8.2,0,,5.2,,,6.9,9.8,PITT MEADOWS CS,,4,,12.8,64,,2023,1106178.2023.4.22,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,23,BC,,,2023-04-23 00:00:00,,,8.3,0,,14.6,,,8,9.7,PITT MEADOWS CS,,4,,11.4,64,,2023,1106178.2023.4.23,1106178,,,,98
-122.69002111111111,49.20832333333333,,,,,,24,BC,,,2023-04-24 00:00:00,,,7.7,0,,0.9,,,6.9,10.3,PITT MEADOWS CS,,4,,13.7,54,,2023,1106178.2023.4.24,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,25,BC,,,2023-04-25 00:00:00,,,7.2,0,,0.1,,,5.8,10.8,PITT MEADOWS CS,,4,,15.7,49,,2023,1106178.2023.4.25,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,26,BC,,,2023-04-26 00:00:00,,,6.9,0,,1.5,,,7.4,11.1,PITT MEADOWS CS,,4,,14.8,63,,2023,1106178.2023.4.26,1106178,,,,91
-122.69002111111111,49.20832333333333,,,,,,27,BC,,,2023-04-27 00:00:00,,,3.9,0,,0,,,8.1,14.1,PITT MEADOWS CS,,4,,20.1,45,,2023,1106178.2023.4.27,1106178,,,,92
-122.69002111111111,49.20832333333333,,,,,,28,BC,,,2023-04-28 00:00:00,,,1.9,0,,0,,,6.7,16.1,PITT MEADOWS CS,,4,,25.5,31,,2023,1106178.2023.4.28,1106178,,,,93
-122.69002111111111,49.20832333333333,,,,,,29,BC,,,2023-04-29 00:00:00,,,1,0,,0,,,8.7,17,PITT MEADOWS CS,,4,,25.4,36,,2023,1106178.2023.4.29,1106178,,,,84
-122.69002111111111,49.20832333333333,,,,,,30,BC,,,2023-04-30 00:00:00,,,5.2,0,,0,,,9.6,12.8,PITT MEADOWS CS,,4,,16,64,,2023,1106178.2023.4.30,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,1,BC,,,2023-05-01 00:00:00,,,4.8,0,,1.1,,,9,13.2,PITT MEADOWS CS,,5,,17.3,59,,2023,1106178.2023.5.1,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,2,BC,,,2023-05-02 00:00:00,,,0.3,0,,0,,,9.7,17.7,PITT MEADOWS CS,,5,,25.8,39,,2023,1106178.2023.5.2,1106178,,,,99
-122.69002111111111,49.20832333333333,,,,,,3,BC,,,2023-05-03 00:00:00,,,0.3,0,,0,,,11.4,17.7,PITT MEADOWS CS,,5,,24,46,,2023,1106178.2023.5.3,1106178,,,,81
-122.69002111111111,49.20832333333333,,,,,,4,BC,,,2023-05-04 00:00:00,,,0.8,0,,0.8,,,12,17.2,PITT MEADOWS CS,,5,,22.5,53,,2023,1106178.2023.5.4,1106178,,,,88
-122.69002111111111,49.20832333333333,,,,,,5,BC,,,2023-05-05 00:00:00,,,6.4,0,,15.2,,,9.9,11.6,PITT MEADOWS CS,,5,,13.2,77,,2023,1106178.2023.5.5,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,6,BC,,,2023-05-06 00:00:00,,,6.7,0,,0.7,,,9.7,11.3,PITT MEADOWS CS,,5,,12.8,76,,2023,1106178.2023.5.6,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,7,BC,,,2023-05-07 00:00:00,,,4.7,0,,0,,,9.3,13.3,PITT MEADOWS CS,,5,,17.3,46,,2023,1106178.2023.5.7,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,8,BC,,,2023-05-08 00:00:00,,,5.7,0,,0,,,5.9,12.3,PITT MEADOWS CS,,5,,18.8,49,,2023,1106178.2023.5.8,1106178,,,,97
-122.69002111111111,49.20832333333333,,,,,,9,BC,,,2023-05-09 00:00:00,,,4.8,0,,0,,,7.4,13.2,PITT MEADOWS CS,,5,,19,51,,2023,1106178.2023.5.9,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,10,BC,,,2023-05-10 00:00:00,,,3.3,0,,0,,,7.6,14.7,PITT MEADOWS CS,,5,,21.9,32,,2023,1106178.2023.5.10,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,11,BC,,,2023-05-11 00:00:00,,,1.6,0,,0,,,8.4,16.4,PITT MEADOWS CS,,5,,24.4,24,,2023,1106178.2023.5.11,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,12,BC,,,2023-05-12 00:00:00,,,0,0.8,,0,,,8.9,18.8,PITT MEADOWS CS,,5,,28.7,21,,2023,1106178.2023.5.12,1106178,,,,90
-122.69002111111111,49.20832333333333,,,,,,13,BC,,,2023-05-13 00:00:00,,,0,3.5,,0,,,11.5,21.5,PITT MEADOWS CS,,5,,31.5,23,,2023,1106178.2023.5.13,1106178,,,,85
-122.69002111111111,49.20832333333333,,,,,,14,BC,,,2023-05-14 00:00:00,,,0,4.6,,0,,,12.9,22.6,PITT MEADOWS CS,,5,,32.3,24,,2023,1106178.2023.5.14,1106178,,,,79
-122.69002111111111,49.20832333333333,,,,,,15,BC,,,2023-05-15 00:00:00,,,0,6.1,,0,,,14.9,24.1,PITT MEADOWS CS,,5,,33.2,23,,2023,1106178.2023.5.15,1106178,,,,66
-122.69002111111111,49.20832333333333,,,,,,16,BC,,,2023-05-16 00:00:00,,,0,2.3,,0,,,16.4,20.3,PITT MEADOWS CS,,5,,24.3,49,,2023,1106178.2023.5.16,1106178,,,,76
-122.69002111111111,49.20832333333333,,,,,,17,BC,,,2023-05-17 00:00:00,,,0,3.2,,0,,,14.2,21.2,PITT MEADOWS CS,,5,,28.2,47,,2023,1106178.2023.5.17,1106178,,,,88
-122.69002111111111,49.20832333333333,,,,,,18,BC,,,2023-05-18 00:00:00,,,0,3.4,,0,,,14.6,21.4,PITT MEADOWS CS,,5,,28.3,44,,2023,1106178.2023.5.18,1106178,,,,90
-122.69002111111111,49.20832333333333,,,,,,19,BC,,,2023-05-19 00:00:00,,,0,2.8,,0,,,14.1,20.8,PITT MEADOWS CS,,5,,27.5,40,,2023,1106178.2023.5.19,1106178,,,,79
-122.69002111111111,49.20832333333333,,,,,,20,BC,,,2023-05-20 00:00:00,,,0,1.7,,0,,,13.8,19.7,PITT MEADOWS CS,,5,,25.6,46,,2023,1106178.2023.5.20,1106178,,,,85
-122.69002111111111,49.20832333333333,,,,,,21,BC,,,2023-05-21 00:00:00,,,2.2,0,,0,,,12.8,15.8,PITT MEADOWS CS,,5,,18.8,53,,2023,1106178.2023.5.21,1106178,,,,79
-122.69002111111111,49.20832333333333,,,,,,22,BC,,,2023-05-22 00:00:00,,,4.9,0,,1.3,,,10.8,13.1,PITT MEADOWS CS,,5,,15.4,63,,2023,1106178.2023.5.22,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,23,BC,,,2023-05-23 00:00:00,,,4.6,0,,0,,,10.6,13.4,PITT MEADOWS CS,,5,,16.2,61,,2023,1106178.2023.5.23,1106178,,,,87
-122.69002111111111,49.20832333333333,,,,,,24,BC,,,2023-05-24 00:00:00,,,2.3,0,,0,,,10,15.7,PITT MEADOWS CS,,5,,21.4,49,,2023,1106178.2023.5.24,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,25,BC,,,2023-05-25 00:00:00,,,0,0.4,,0,,,10.4,18.4,PITT MEADOWS CS,,5,,26.5,34,,2023,1106178.2023.5.25,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,26,BC,,,2023-05-26 00:00:00,,,0,2.6,,0,,,12.8,20.6,PITT MEADOWS CS,,5,,28.4,35,,2023,1106178.2023.5.26,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,27,BC,,,2023-05-27 00:00:00,,,0.2,0,,0,,,13.1,17.8,PITT MEADOWS CS,,5,,22.5,53,,2023,1106178.2023.5.27,1106178,,,,82
-122.69002111111111,49.20832333333333,,,,,,28,BC,,,2023-05-28 00:00:00,,,1.2,0,,0,,,12.4,16.8,PITT MEADOWS CS,,5,,21.1,53,,2023,1106178.2023.5.28,1106178,,,,79
-122.69002111111111,49.20832333333333,,,,,,29,BC,,,2023-05-29 00:00:00,,,1.5,0,,0,,,11.6,16.5,PITT MEADOWS CS,,5,,21.3,49,,2023,1106178.2023.5.29,1106178,,,,81
-122.69002111111111,49.20832333333333,,,,,,30,BC,,,2023-05-30 00:00:00,,,3.6,0,,0,,,9.8,14.4,PITT MEADOWS CS,,5,,19.1,41,,2023,1106178.2023.5.30,1106178,,,,79
-122.69002111111111,49.20832333333333,,,,,,31,BC,,,2023-05-31 00:00:00,,,4.4,0,,0,,,8.5,13.6,PITT MEADOWS CS,,5,,18.6,43,,2023,1106178.2023.5.31,1106178,,,,81
-122.69002111111111,49.20832333333333,,,,,,1,BC,,,2023-06-01 00:00:00,,,2.6,0,,0,,,8.9,15.4,PITT MEADOWS CS,,6,,22,41,,2023,1106178.2023.6.1,1106178,,,,86
-122.69002111111111,49.20832333333333,,,,,,2,BC,,,2023-06-02 00:00:00,,,1.7,0,,0,,,9,16.3,PITT MEADOWS CS,,6,,23.6,30,,2023,1106178.2023.6.2,1106178,,,,90
-122.69002111111111,49.20832333333333,,,,,,3,BC,,,2023-06-03 00:00:00,,,1,0,,0,,,9.8,17,PITT MEADOWS CS,,6,,24.1,28,,2023,1106178.2023.6.3,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,4,BC,,,2023-06-04 00:00:00,,,1.3,0,,0,,,10.7,16.7,PITT MEADOWS CS,,6,,22.6,18,,2023,1106178.2023.6.4,1106178,,,,70
-122.69002111111111,49.20832333333333,,,,,,5,BC,,,2023-06-05 00:00:00,,,1.3,0,,0,,,9.1,16.7,PITT MEADOWS CS,,6,,24.3,29,,2023,1106178.2023.6.5,1106178,,,,84
-122.69002111111111,49.20832333333333,,,,,,6,BC,,,2023-06-06 00:00:00,,,0,1.3,,0,,,9.7,19.3,PITT MEADOWS CS,,6,,28.8,18,,2023,1106178.2023.6.6,1106178,,,,88
-122.69002111111111,49.20832333333333,,,,,,7,BC,,,2023-06-07 00:00:00,,,0,3.8,,0,,,11.7,21.8,PITT MEADOWS CS,,6,,32,18,,2023,1106178.2023.6.7,1106178,,,,83
-122.69002111111111,49.20832333333333,,,,,,8,BC,,,2023-06-08 00:00:00,,,0,1.3,,0,,,13.9,19.3,PITT MEADOWS CS,,6,,24.7,40,,2023,1106178.2023.6.8,1106178,,,,77
-122.69002111111111,49.20832333333333,,,,,,9,BC,,,2023-06-09 00:00:00,,,2.6,0,,5.9,,,11.9,15.4,PITT MEADOWS CS,,6,,18.9,51,,2023,1106178.2023.6.9,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,10,BC,,,2023-06-10 00:00:00,,,4.2,0,,10.3,,,11.6,13.8,PITT MEADOWS CS,,6,,15.9,82,,2023,1106178.2023.6.10,1106178,,,,96
-122.69002111111111,49.20832333333333,,,,,,11,BC,,,2023-06-11 00:00:00,,,0,1.5,,0,,,13.5,19.5,PITT MEADOWS CS,,6,,25.6,51,,2023,1106178.2023.6.11,1106178,,,,92
-122.69002111111111,49.20832333333333,,,,,,12,BC,,,2023-06-12 00:00:00,,,0,2.7,,0,,,13.8,20.7,PITT MEADOWS CS,,6,,27.6,50,,2023,1106178.2023.6.12,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,13,BC,,,2023-06-13 00:00:00,,,1.8,0,,0.8,,,13.2,16.2,PITT MEADOWS CS,,6,,19.3,59,,2023,1106178.2023.6.13,1106178,,,,89
-122.69002111111111,49.20832333333333,,,,,,14,BC,,,2023-06-14 00:00:00,,,3,0,,0.2,,,11.6,15,PITT MEADOWS CS,,6,,18.4,53,,2023,1106178.2023.6.14,1106178,,,,87
-122.69002111111111,49.20832333333333,,,,,,15,BC,,,2023-06-15 00:00:00,,,1.8,0,,0,,,10.3,16.2,PITT MEADOWS CS,,6,,22.2,40,,2023,1106178.2023.6.15,1106178,,,,94
-122.69002111111111,49.20832333333333,,,,,,16,BC,,,2023-06-16 00:00:00,,,0.5,0,,0.2,,,15,17.5,PITT MEADOWS CS,,6,,19.9,50,,2023,1106178.2023.6.16,1106178,,,,86
-122.69002111111111,49.20832333333333,,,13,,,17,BC,,,2023-06-17 00:00:00,,32,2.9,0,,0.2,,,12.1,15.1,PITT MEADOWS CS,,6,,18,48,,2023,1106178.2023.6.17,1106178,,,,91
-122.69002111111111,49.20832333333333,,,,,,18,BC,,,2023-06-18 00:00:00,,,5.2,0,,4.1,,,9.5,12.8,PITT MEADOWS CS,,6,,16.1,54,,2023,1106178.2023.6.18,1106178,,,,90
-122.69002111111111,49.20832333333333,,,,,,19,BC,,,2023-06-19 00:00:00,,,6.6,0,,6.2,,,10.2,11.4,PITT MEADOWS CS,,6,,12.6,72,,2023,1106178.2023.6.19,1106178,,,,95
-122.69002111111111,49.20832333333333,,,,,,20,BC,,,2023-06-20 00:00:00,,,5,0,,0.3,,,10.8,13,PITT MEADOWS CS,,6,,15.2,74,,2023,1106178.2023.6.20,1106178,,,,94
